Day.Month	Hour	Precipitation[mm/h]
13.01	4	0.000000
13.01	5	0.000000
13.01	6	0.000000
13.01	7	0.000000
13.01	8	0.000000
13.01	9	0.000000
13.01	10	0.000000
13.01	11	0.000000
13.01	12	0.000000
13.01	13	0.000000
13.01	14	0.000000
13.01	15	0.000000
13.01	16	0.000000
13.01	17	0.000000
13.01	18	0.000000
13.01	19	0.000000
13.01	20	0.000000
13.01	21	0.000000
13.01	22	0.000000
13.01	23	0.000000
14.01	0	0.000000
14.01	1	0.000000
14.01	2	0.000000
14.01	3	0.000000
14.01	4	0.000000
14.01	5	0.000000
14.01	6	0.000000
14.01	7	0.000000
14.01	8	0.000000
14.01	9	0.000000
14.01	10	0.000000
14.01	11	0.000000
14.01	12	0.000000
14.01	13	0.000000
14.01	14	0.000000
14.01	15	0.000000
14.01	16	0.000000
14.01	17	0.000000
14.01	18	0.000000
14.01	19	0.000000
14.01	20	0.000000
14.01	21	0.000000
14.01	22	0.000000
14.01	23	0.000000
15.01	0	0.000000
15.01	1	0.000000
15.01	2	0.000000
15.01	3	0.000000
15.01	4	0.000000
15.01	5	0.000000
15.01	6	0.000000
15.01	7	0.000000
15.01	8	0.000000
15.01	9	0.000000
15.01	10	0.000000
15.01	11	0.000000
15.01	12	0.000000
15.01	13	0.000000
15.01	14	0.000000
15.01	15	0.000000
15.01	16	0.000000
15.01	17	0.000000
15.01	18	0.000000
15.01	19	0.000000
15.01	20	0.000000
15.01	21	0.000000
15.01	22	0.000000
15.01	23	0.000000
16.01	0	0.000000
16.01	1	0.000000
16.01	2	0.000000
16.01	3	0.000000
16.01	4	0.000000
16.01	5	0.000000
16.01	6	0.000000
16.01	7	0.000000
16.01	8	0.000000
16.01	9	0.000000
16.01	10	0.000000
16.01	11	0.000000
16.01	12	0.000000
16.01	13	0.000000
16.01	14	0.000000
16.01	15	0.000000
16.01	16	0.000000
16.01	17	0.000000
16.01	18	0.000000
16.01	19	0.000000
16.01	20	0.000000
16.01	21	0.000000
16.01	22	0.000000
16.01	23	0.000000
17.01	0	0.000000
17.01	1	0.000000
17.01	2	0.000000
17.01	3	0.000000
17.01	4	0.000000
17.01	5	0.000000
17.01	6	0.000000
17.01	7	0.000000
17.01	8	0.000000
17.01	9	0.000000
17.01	10	0.000000
17.01	11	0.000000
17.01	12	0.000000
17.01	13	0.000000
17.01	14	0.000000
17.01	15	0.000000
17.01	16	0.000000
17.01	17	0.000000
17.01	18	0.000000
17.01	19	0.000000
17.01	20	0.000000
17.01	21	0.000000
17.01	22	0.000000
17.01	23	0.000000
18.01	0	0.000000
18.01	1	0.000000
18.01	2	0.000000
18.01	3	0.000000
18.01	4	0.000000
18.01	5	0.000000
18.01	6	0.000000
18.01	7	0.000000
18.01	8	0.000000
18.01	9	0.000000
18.01	10	0.000000
18.01	11	0.000000
18.01	12	0.000000
18.01	13	0.000000
18.01	14	0.000000
18.01	15	0.000000
18.01	16	0.000000
18.01	17	0.000000
18.01	18	0.000000
18.01	19	0.000000
18.01	20	0.000000
18.01	21	0.000000
18.01	22	0.000000
18.01	23	0.000000
19.01	0	0.000000
19.01	1	0.000000
19.01	2	0.000000
19.01	3	0.000000
19.01	4	0.000000
19.01	5	0.000000
19.01	6	0.000000
19.01	7	0.000000
19.01	8	0.000000
19.01	9	0.000000
19.01	10	0.000000
19.01	11	0.000000
19.01	12	0.000000
19.01	13	0.000000
19.01	14	0.000000
19.01	15	0.000000
19.01	16	0.008400
19.01	17	0.016800
19.01	18	0.025200
19.01	19	0.375600
19.01	20	0.726000
19.01	21	1.076400
19.01	22	0.861600
19.01	23	0.646800
20.01	0	0.432000
20.01	1	0.288000
20.01	2	0.144000
20.01	3	0.000000
20.01	4	0.012000
20.01	5	0.024000
20.01	6	0.036000
20.01	7	0.026400
20.01	8	0.016800
20.01	9	0.007200
20.01	10	0.004800
20.01	11	0.002400
20.01	12	0.000000
20.01	13	0.000000
20.01	14	0.000000
20.01	15	0.000000
20.01	16	0.000000
20.01	17	0.000000
20.01	18	0.000000
20.01	19	0.000000
20.01	20	0.000000
20.01	21	0.000000
20.01	22	0.000000
20.01	23	0.000000
21.01	0	0.000000
21.01	1	0.000000
21.01	2	0.000000
21.01	3	0.000000
21.01	4	0.000000
21.01	5	0.000000
21.01	6	0.000000
21.01	7	0.000000
21.01	8	0.000000
21.01	9	0.000000
21.01	10	0.000000
21.01	11	0.000000
21.01	12	0.000000
21.01	13	0.000000
21.01	14	0.000000
21.01	15	0.000000
21.01	16	0.000000
21.01	17	0.000000
21.01	18	0.000000
21.01	19	0.000000
21.01	20	0.000000
21.01	21	0.000000
21.01	22	0.000000
21.01	23	0.000000
22.01	0	0.000000
22.01	1	0.000000
22.01	2	0.000000
22.01	3	0.000000
22.01	4	0.000000
22.01	5	0.000000
22.01	6	0.000000
22.01	7	0.000000
22.01	8	0.000000
22.01	9	0.000000
22.01	10	0.000000
22.01	11	0.000000
22.01	12	0.000000
22.01	13	0.007200
22.01	14	0.014400
22.01	15	0.021600
22.01	16	0.015600
22.01	17	0.009600
22.01	18	0.003600
22.01	19	0.002400
22.01	20	0.001200
22.01	21	0.000000
22.01	22	0.000000
22.01	23	0.000000
23.01	0	0.000000
23.01	1	0.000000
23.01	2	0.000000
23.01	3	0.000000
23.01	4	0.000000
23.01	5	0.000000
23.01	6	0.000000
23.01	7	0.000000
23.01	8	0.000000
23.01	9	0.000000
23.01	10	0.000000
23.01	11	0.000000
23.01	12	0.000000
23.01	13	0.000000
23.01	14	0.000000
23.01	15	0.000000
23.01	16	0.000000
23.01	17	0.000000
23.01	18	0.000000
23.01	19	0.000000
23.01	20	0.000000
23.01	21	0.000000
23.01	22	0.000000
23.01	23	0.000000
24.01	0	0.000000
24.01	1	0.000000
24.01	2	0.000000
24.01	3	0.000000
24.01	4	0.000000
24.01	5	0.000000
24.01	6	0.000000
24.01	7	0.000000
24.01	8	0.000000
24.01	9	0.000000
24.01	10	0.000000
24.01	11	0.000000
24.01	12	0.000000
24.01	13	0.000000
24.01	14	0.000000
24.01	15	0.000000
24.01	16	0.000000
24.01	17	0.000000
24.01	18	0.000000
24.01	19	0.000000
24.01	20	0.000000
24.01	21	0.000000
24.01	22	0.000000
24.01	23	0.000000
25.01	0	0.000000
25.01	1	0.000000
25.01	2	0.000000
25.01	3	0.000000
25.01	4	0.000000
25.01	5	0.000000
25.01	6	0.000000
25.01	7	0.000000
25.01	8	0.000000
25.01	9	0.000000
25.01	10	0.000000
25.01	11	0.000000
25.01	12	0.000000
25.01	13	0.000000
25.01	14	0.000000
25.01	15	0.000000
25.01	16	0.000000
25.01	17	0.000000
25.01	18	0.000000
25.01	19	0.000000
25.01	20	0.000000
25.01	21	0.000000
25.01	22	0.000000
25.01	23	0.000000
26.01	0	0.000000
26.01	1	0.000000
26.01	2	0.000000
26.01	3	0.000000
26.01	4	0.000000
26.01	5	0.000000
26.01	6	0.000000
26.01	7	0.000000
26.01	8	0.000000
26.01	9	0.000000
26.01	10	0.000000
26.01	11	0.000000
26.01	12	0.000000
26.01	13	0.000000
26.01	14	0.000000
26.01	15	0.000000
26.01	16	0.000000
26.01	17	0.000000
26.01	18	0.000000
26.01	19	0.000000
26.01	20	0.000000
26.01	21	0.000000
26.01	22	0.000000
26.01	23	0.000000
27.01	0	0.000000
27.01	1	0.000000
27.01	2	0.000000
27.01	3	0.000000
27.01	4	0.000000
27.01	5	0.000000
27.01	6	0.000000
27.01	7	0.000000
27.01	8	0.000000
27.01	9	0.000000
27.01	10	0.000000
27.01	11	0.000000
27.01	12	0.000000
27.01	13	0.000000
27.01	14	0.000000
27.01	15	0.000000
27.01	16	0.000000
27.01	17	0.000000
27.01	18	0.000000
27.01	19	0.000000
27.01	20	0.000000
27.01	21	0.000000
27.01	22	0.000000
27.01	23	0.000000
28.01	0	0.000000
28.01	1	0.000000
28.01	2	0.000000
28.01	3	0.000000
28.01	4	0.000000
28.01	5	0.000000
28.01	6	0.000000
28.01	7	0.000000
28.01	8	0.000000
28.01	9	0.000000
28.01	10	0.000000
28.01	11	0.000000
28.01	12	0.000000
28.01	13	0.000000
28.01	14	0.000000
28.01	15	0.000000
28.01	16	0.000000
28.01	17	0.000000
28.01	18	0.000000
28.01	19	0.000000
28.01	20	0.000000
28.01	21	0.000000
28.01	22	0.000000
28.01	23	0.000000
29.01	0	0.000000
29.01	1	0.000000
29.01	2	0.000000
29.01	3	0.000000
29.01	4	0.000000
29.01	5	0.000000
29.01	6	0.000000
29.01	7	0.000000
29.01	8	0.000000
29.01	9	0.000000
29.01	10	0.000000
29.01	11	0.000000
29.01	12	0.000000
29.01	13	0.000000
29.01	14	0.000000
29.01	15	0.000000
29.01	16	0.000000
29.01	17	0.000000
29.01	18	0.000000
29.01	19	0.000000
29.01	20	0.000000
29.01	21	0.000000
29.01	22	0.000000
29.01	23	0.000000
30.01	0	0.000000
30.01	1	0.000000
30.01	2	0.000000
30.01	3	0.000000
30.01	4	0.000000
30.01	5	0.000000
30.01	6	0.000000
30.01	7	0.000000
30.01	8	0.000000
30.01	9	0.000000
30.01	10	0.000000
30.01	11	0.000000
30.01	12	0.000000
30.01	13	0.000000
30.01	14	0.000000
30.01	15	0.000000
30.01	16	0.000000
30.01	17	0.000000
30.01	18	0.000000
30.01	19	0.014400
30.01	20	0.028800
30.01	21	0.043200
30.01	22	0.052800
30.01	23	0.062400
31.01	0	0.072000
31.01	1	0.048000
31.01	2	0.024000
31.01	3	0.000000
31.01	4	0.000000
31.01	5	0.000000
31.01	6	0.000000
31.01	7	0.000000
31.01	8	0.000000
31.01	9	0.000000
31.01	10	0.000000
31.01	11	0.000000
31.01	12	0.000000
31.01	13	0.000000
31.01	14	0.000000
31.01	15	0.000000
31.01	16	0.000000
31.01	17	0.000000
31.01	18	0.000000
31.01	19	0.000000
31.01	20	0.000000
31.01	21	0.000000
31.01	22	0.000000
31.01	23	0.000000
01.02	0	0.000000
01.02	1	0.000000
01.02	2	0.000000
01.02	3	0.000000
01.02	4	0.000000
01.02	5	0.000000
01.02	6	0.000000
01.02	7	0.000000
01.02	8	0.000000
01.02	9	0.000000
01.02	10	0.000000
01.02	11	0.000000
01.02	12	0.000000
01.02	13	0.000000
01.02	14	0.000000
01.02	15	0.000000
01.02	16	0.000000
01.02	17	0.000000
01.02	18	0.000000
01.02	19	0.000000
01.02	20	0.000000
01.02	21	0.000000
01.02	22	0.000000
01.02	23	0.000000
02.02	0	0.000000
02.02	1	0.000000
02.02	2	0.000000
02.02	3	0.000000
02.02	4	0.000000
02.02	5	0.000000
02.02	6	0.000000
02.02	7	0.000000
02.02	8	0.000000
02.02	9	0.000000
02.02	10	0.000000
02.02	11	0.000000
02.02	12	0.000000
02.02	13	0.000000
02.02	14	0.000000
02.02	15	0.000000
02.02	16	0.000000
02.02	17	0.000000
02.02	18	0.000000
02.02	19	0.000000
02.02	20	0.000000
02.02	21	0.000000
02.02	22	0.000000
02.02	23	0.000000
03.02	0	0.000000
03.02	1	0.000000
03.02	2	0.000000
03.02	3	0.000000
03.02	4	0.000000
03.02	5	0.000000
03.02	6	0.000000
03.02	7	0.000000
03.02	8	0.000000
03.02	9	0.000000
03.02	10	0.000000
03.02	11	0.000000
03.02	12	0.000000
03.02	13	0.000000
03.02	14	0.000000
03.02	15	0.000000
03.02	16	0.000000
03.02	17	0.000000
03.02	18	0.000000
03.02	19	0.000000
03.02	20	0.000000
03.02	21	0.000000
03.02	22	0.000000
03.02	23	0.000000
04.02	0	0.000000
04.02	1	0.000000
04.02	2	0.000000
04.02	3	0.000000
04.02	4	0.000000
04.02	5	0.000000
04.02	6	0.000000
04.02	7	0.000000
04.02	8	0.000000
04.02	9	0.000000
04.02	10	0.000000
04.02	11	0.000000
04.02	12	0.000000
04.02	13	0.000000
04.02	14	0.000000
04.02	15	0.000000
04.02	16	0.000000
04.02	17	0.000000
04.02	18	0.000000
04.02	19	0.000000
04.02	20	0.000000
04.02	21	0.000000
04.02	22	0.000000
04.02	23	0.000000
05.02	0	0.000000
05.02	1	0.000000
05.02	2	0.000000
05.02	3	0.000000
05.02	4	0.000000
05.02	5	0.000000
05.02	6	0.000000
05.02	7	0.000000
05.02	8	0.000000
05.02	9	0.000000
05.02	10	0.000000
05.02	11	0.000000
05.02	12	0.000000
05.02	13	0.000000
05.02	14	0.000000
05.02	15	0.000000
05.02	16	0.000000
05.02	17	0.000000
05.02	18	0.000000
05.02	19	0.000000
05.02	20	0.000000
05.02	21	0.000000
05.02	22	0.000000
05.02	23	0.000000
06.02	0	0.000000
06.02	1	0.000000
06.02	2	0.000000
06.02	3	0.000000
06.02	4	0.000000
06.02	5	0.000000
06.02	6	0.000000
06.02	7	0.000000
06.02	8	0.000000
06.02	9	0.000000
06.02	10	0.000000
06.02	11	0.000000
06.02	12	0.000000
06.02	13	0.000000
06.02	14	0.000000
06.02	15	0.000000
06.02	16	0.000000
06.02	17	0.000000
06.02	18	0.000000
06.02	19	0.000000
06.02	20	0.000000
06.02	21	0.000000
06.02	22	0.000000
06.02	23	0.000000
07.02	0	0.000000
07.02	1	0.000000
07.02	2	0.000000
07.02	3	0.000000
07.02	4	0.000000
07.02	5	0.000000
07.02	6	0.000000
07.02	7	0.000000
07.02	8	0.000000
07.02	9	0.000000
07.02	10	0.000000
07.02	11	0.000000
07.02	12	0.000000
07.02	13	0.000000
07.02	14	0.000000
07.02	15	0.000000
07.02	16	0.000000
07.02	17	0.000000
07.02	18	0.000000
07.02	19	0.000000
07.02	20	0.000000
07.02	21	0.000000
07.02	22	0.000000
07.02	23	0.000000
08.02	0	0.000000
08.02	1	0.000000
08.02	2	0.000000
08.02	3	0.000000
08.02	4	0.000000
08.02	5	0.000000
08.02	6	0.000000
08.02	7	0.000000
08.02	8	0.000000
08.02	9	0.000000
08.02	10	0.000000
08.02	11	0.000000
08.02	12	0.000000
08.02	13	0.000000
08.02	14	0.000000
08.02	15	0.000000
08.02	16	0.000000
08.02	17	0.000000
08.02	18	0.000000
08.02	19	0.000000
08.02	20	0.000000
08.02	21	0.000000
08.02	22	0.000000
08.02	23	0.000000
09.02	0	0.000000
09.02	1	0.000000
09.02	2	0.000000
09.02	3	0.000000
09.02	4	0.000000
09.02	5	0.000000
09.02	6	0.000000
09.02	7	0.000000
09.02	8	0.000000
09.02	9	0.000000
09.02	10	0.000000
09.02	11	0.000000
09.02	12	0.000000
09.02	13	0.000000
09.02	14	0.000000
09.02	15	0.000000
09.02	16	0.000000
09.02	17	0.000000
09.02	18	0.000000
09.02	19	0.000000
09.02	20	0.000000
09.02	21	0.000000
09.02	22	0.000000
09.02	23	0.000000
10.02	0	0.000000
10.02	1	0.000000
10.02	2	0.000000
10.02	3	0.000000
10.02	4	0.000000
10.02	5	0.000000
10.02	6	0.000000
10.02	7	0.000000
10.02	8	0.000000
10.02	9	0.000000
10.02	10	0.000000
10.02	11	0.000000
10.02	12	0.000000
10.02	13	0.000000
10.02	14	0.000000
10.02	15	0.000000
10.02	16	0.000000
10.02	17	0.000000
10.02	18	0.000000
10.02	19	0.000000
10.02	20	0.000000
10.02	21	0.000000
10.02	22	0.000000
10.02	23	0.000000
11.02	0	0.000000
11.02	1	0.000000
11.02	2	0.000000
11.02	3	0.000000
11.02	4	0.000000
11.02	5	0.000000
11.02	6	0.000000
11.02	7	0.000000
11.02	8	0.000000
11.02	9	0.000000
11.02	10	0.000000
11.02	11	0.000000
11.02	12	0.000000
11.02	13	0.000000
11.02	14	0.000000
11.02	15	0.000000
11.02	16	0.000000
11.02	17	0.000000
11.02	18	0.000000
11.02	19	0.000000
11.02	20	0.000000
11.02	21	0.000000
11.02	22	0.000000
11.02	23	0.000000
12.02	0	0.000000
12.02	1	0.000000
12.02	2	0.000000
12.02	3	0.000000
12.02	4	0.000000
12.02	5	0.000000
12.02	6	0.000000
12.02	7	0.000000
12.02	8	0.000000
12.02	9	0.000000
12.02	10	0.000000
12.02	11	0.000000
12.02	12	0.000000
12.02	13	0.000000
12.02	14	0.000000
12.02	15	0.000000
12.02	16	0.000000
12.02	17	0.000000
12.02	18	0.000000
12.02	19	0.000000
12.02	20	0.000000
12.02	21	0.000000
12.02	22	0.000000
12.02	23	0.000000
13.02	0	0.000000
13.02	1	0.000000
13.02	2	0.000000
13.02	3	0.000000
13.02	4	0.000000
13.02	5	0.000000
13.02	6	0.000000
13.02	7	0.000000
13.02	8	0.000000
13.02	9	0.000000
13.02	10	0.000000
13.02	11	0.000000
13.02	12	0.000000
13.02	13	0.000000
13.02	14	0.000000
13.02	15	0.000000
13.02	16	0.000000
13.02	17	0.000000
13.02	18	0.000000
13.02	19	0.000000
13.02	20	0.000000
13.02	21	0.000000
13.02	22	0.000000
13.02	23	0.000000
14.02	0	0.000000
14.02	1	0.000000
14.02	2	0.000000
14.02	3	0.000000
14.02	4	0.000000
14.02	5	0.000000
14.02	6	0.000000
14.02	7	0.000000
14.02	8	0.000000
14.02	9	0.000000
14.02	10	0.000000
14.02	11	0.000000
14.02	12	0.000000
14.02	13	0.000000
14.02	14	0.000000
14.02	15	0.000000
14.02	16	0.000000
14.02	17	0.000000
14.02	18	0.000000
14.02	19	0.000000
14.02	20	0.000000
14.02	21	0.000000
14.02	22	0.000000
14.02	23	0.000000
15.02	0	0.000000
15.02	1	0.000000
15.02	2	0.000000
15.02	3	0.000000
15.02	4	0.000000
15.02	5	0.000000
15.02	6	0.000000
15.02	7	0.000000
15.02	8	0.000000
15.02	9	0.000000
15.02	10	0.000000
15.02	11	0.000000
15.02	12	0.000000
15.02	13	0.000000
15.02	14	0.000000
15.02	15	0.000000
15.02	16	0.000000
15.02	17	0.000000
15.02	18	0.000000
15.02	19	0.000000
15.02	20	0.000000
15.02	21	0.000000
15.02	22	0.000000
15.02	23	0.000000
16.02	0	0.000000
16.02	1	0.000000
16.02	2	0.000000
16.02	3	0.000000
16.02	4	0.000000
16.02	5	0.000000
16.02	6	0.000000
16.02	7	0.000000
16.02	8	0.000000
16.02	9	0.000000
16.02	10	0.000000
16.02	11	0.000000
16.02	12	0.000000
16.02	13	0.000000
16.02	14	0.000000
16.02	15	0.000000
16.02	16	0.000000
16.02	17	0.000000
16.02	18	0.000000
16.02	19	0.000000
16.02	20	0.000000
16.02	21	0.000000
16.02	22	0.000000
16.02	23	0.000000
17.02	0	0.000000
17.02	1	0.000000
17.02	2	0.000000
17.02	3	0.000000
17.02	4	0.000000
17.02	5	0.000000
17.02	6	0.000000
17.02	7	0.000000
17.02	8	0.000000
17.02	9	0.000000
17.02	10	0.000000
17.02	11	0.000000
17.02	12	0.000000
17.02	13	0.000000
17.02	14	0.000000
17.02	15	0.000000
17.02	16	0.000000
17.02	17	0.000000
17.02	18	0.000000
17.02	19	0.000000
17.02	20	0.000000
17.02	21	0.000000
17.02	22	0.000000
17.02	23	0.000000
18.02	0	0.000000
18.02	1	0.000000
18.02	2	0.000000
18.02	3	0.000000
18.02	4	0.000000
18.02	5	0.000000
18.02	6	0.000000
18.02	7	0.000000
18.02	8	0.000000
18.02	9	0.000000
18.02	10	0.000000
18.02	11	0.000000
18.02	12	0.000000
18.02	13	0.000000
18.02	14	0.000000
18.02	15	0.000000
18.02	16	0.000000
18.02	17	0.000000
18.02	18	0.000000
18.02	19	0.000000
18.02	20	0.000000
18.02	21	0.000000
18.02	22	0.000000
18.02	23	0.000000
19.02	0	0.000000
19.02	1	0.000000
19.02	2	0.000000
19.02	3	0.000000
19.02	4	0.000000
19.02	5	0.000000
19.02	6	0.000000
19.02	7	0.000000
19.02	8	0.000000
19.02	9	0.000000
19.02	10	0.000000
19.02	11	0.000000
19.02	12	0.000000
19.02	13	0.000000
19.02	14	0.000000
19.02	15	0.000000
19.02	16	0.000000
19.02	17	0.000000
19.02	18	0.000000
19.02	19	0.000000
19.02	20	0.000000
19.02	21	0.000000
19.02	22	0.000000
19.02	23	0.000000
20.02	0	0.000000
20.02	1	0.000000
20.02	2	0.000000
20.02	3	0.000000
20.02	4	0.000000
20.02	5	0.000000
20.02	6	0.000000
20.02	7	0.000000
20.02	8	0.000000
20.02	9	0.000000
20.02	10	0.000000
20.02	11	0.000000
20.02	12	0.000000
20.02	13	0.000000
20.02	14	0.000000
20.02	15	0.000000
20.02	16	0.000000
20.02	17	0.000000
20.02	18	0.000000
20.02	19	0.000000
20.02	20	0.000000
20.02	21	0.000000
20.02	22	0.000000
20.02	23	0.000000
21.02	0	0.000000
21.02	1	0.000000
21.02	2	0.000000
21.02	3	0.000000
21.02	4	0.000000
21.02	5	0.000000
21.02	6	0.000000
21.02	7	0.000000
21.02	8	0.000000
21.02	9	0.000000
21.02	10	0.000000
21.02	11	0.000000
21.02	12	0.000000
21.02	13	0.000000
21.02	14	0.000000
21.02	15	0.000000
21.02	16	0.000000
21.02	17	0.000000
21.02	18	0.000000
21.02	19	0.000000
21.02	20	0.000000
21.02	21	0.000000
21.02	22	0.000000
21.02	23	0.000000
22.02	0	0.000000
22.02	1	0.000000
22.02	2	0.000000
22.02	3	0.000000
22.02	4	0.000000
22.02	5	0.000000
22.02	6	0.000000
22.02	7	0.000000
22.02	8	0.000000
22.02	9	0.000000
22.02	10	0.000000
22.02	11	0.000000
22.02	12	0.000000
22.02	13	0.000000
22.02	14	0.000000
22.02	15	0.000000
22.02	16	0.000000
22.02	17	0.000000
22.02	18	0.000000
22.02	19	0.000000
